downstream_packets,downstream_bytes,upstream_packets,upstream_bytes
645,2557736,1253,13047816
692,2552064,1497,15922064
696,2536880,1383,14579464
701,2598256,1284,13259416
701,2542080,1316,13757984
634,2524416,1092,11115472
643,2528376,1142,11707928
613,2435280,971,9762488
NaN,NaN,NaN,NaN
664,2577896,988,9914800
595,2451392,902,8992136
719,2562296,1330,13998536
704,2535848,1431,15162696
691,2498280,1161,11906136
679,2571616,1380,14611440
676,2496512,1097,11243800
939,2748576,3191,35700232
1130,3250968,4086,46034096
1010,2716040,3584,40407816
1079,2764352,3602,40597624
1053,2661056,3892,44118056
1189,2778808,3860,43597608
1172,2803984,4217,47766000
1225,2826152,3704,41673720
1414,2898656,3790,42647912
1077,2734648,3920,44172872
1116,2678984,3950,44487232
1275,2824376,3151,35057800
953,2614072,3289,36855656
1032,2697648,2986,33287104
984,2607240,2858,31868528
1071,2754024,3282,36762496
1063,2880456,2952,32846512
959,2918184,2825,31356400
1124,3016800,2624,29034680
976,2968040,2738,30200440
931,1418608,2813,31703552
1181,571880,3388,39051952
1931,1019560,2579,29425488
1706,3910800,2027,21650440
1582,3961304,1788,18861192
1483,3976728,1658,17309744
1506,3966304,1887,19970272
1312,3903688,1834,19513128
1542,3952712,1983,21154640
1483,3866544,1792,18956096
1350,3649128,1564,16368416
1686,3642720,2022,21701448
1546,3870600,1770,18594936
1605,3925096,1796,18725920
1530,3919656,1723,17945448
1568,3975920,1803,18879584
1495,3960568,1792,18528384
1517,3895200,1809,18803208
NaN,NaN,NaN,NaN
1444,3838064,1759,18222856
1339,3738752,1619,16594696
1480,3845400,1755,18197336
1552,3852776,1881,19701928
1768,3965880,2102,22211312
1658,3886432,1949,20506328
1757,4045264,2054,21588720
1516,3802280,1836,19166800
1574,3861408,1922,19954216
1419,3795768,1715,17572240
1375,3802072,1710,17699048
1339,3747280,1525,15790696
1269,3741736,1452,14889600
1358,3798312,1509,15500016
1429,3855328,1632,16953544
1330,3792600,1514,15605952
1305,3782448,1465,14968080
1431,3892736,1649,17156248
1331,3769696,1622,16766616
1249,3746560,1456,15083208
1540,3928448,1696,17762224
1305,3777056,1397,14299560
1258,3766024,1343,13633208
1344,3816584,1449,14819960
1253,3590048,1382,14135736
1197,3201312,1299,13423864
1314,3360152,1388,14344352
1063,825632,1278,14178024
1077,473712,1324,14959584
1093,485496,1316,14749320
996,433720,1243,13970896
984,484352,1199,13384648
1105,542600,1327,14854664
1105,489920,1323,14791128
1594,785736,1901,21601168
946,414968,1131,12741176
1155,507280,1406,15769632
1354,622664,1624,18425528
1151,498656,1426,16076112
1235,579824,1518,17224248
NaN,NaN,NaN,NaN
1170,523296,1434,16185520
1341,620080,1652,18765064
1379,684024,1662,18728592
1038,661224,1276,14042976
1198,1220752,1413,15866872
1160,501392,1452,16391688
1103,474888,1369,15369768
1183,505752,1446,16327192
1121,481312,1323,14902976
1552,786632,1895,21504744
1511,771144,1807,20594352
1617,820152,1937,22057568
1088,457872,1354,15322488
1041,444784,1344,15195304
901,462528,1195,13367904
858,469752,1117,12445088
832,469192,1122,12601480
775,440456,1046,11596184
893,527536,1193,13351176
936,546824,1231,13749344
855,494224,1104,12256920
435,211064,655,7088296
362,164800,542,5731216
406,186928,663,7260664
871,521312,1451,16470888
736,461040,1598,18200296
796,480336,1704,19496608
875,539808,1970,22580392
580,334176,1673,19220248
495,254512,1907,22044848
493,252496,1820,21079264
450,229256,1621,18712928
400,228664,1925,22232992
385,222888,1890,21824744
384,217544,1923,22259744
357,200984,1859,21549376
328,184096,1792,20711384
340,193248,1638,18832128
379,203808,1898,21876816
395,213904,1808,20811792
355,196960,1424,16285440
335,190800,1803,20775312
341,216448,1679,19209888
348,187072,1659,19036448
338,181032,1624,18569880
311,167064,1565,17851072
NaN,NaN,NaN,NaN
340,186568,1678,19289064
269,161504,1258,14278160
287,154672,1146,13022728
305,167344,1498,17038008
290,155816,1379,15767656
378,192968,1572,18011120
339,188624,1716,19721080
365,197352,1817,20973200
344,188992,1710,19761448
266,161280,832,9349680
491,2051112,1729,18797528
365,203648,1694,19538744
415,266592,1940,22372744
387,214608,1912,22165952
348,173984,1042,11852344
405,199416,1194,13630296
430,238016,1177,13333968
338,162000,876,9907696
364,165088,801,8960760
403,170432,831,9337752
514,218192,1097,12514648
331,156512,729,8057456
411,189384,1049,11817096
311,156152,901,10094960
370,179808,1038,11791088
323,150088,900,10250816
323,161560,836,9452888
380,177992,1064,12157976
314,154776,939,10694464
432,200704,1235,14197872
423,201960,1164,13224784
325,173080,906,10284152
417,203400,1167,13269680
403,191608,1013,11564152
383,183328,972,10901168
460,219144,1237,13844376
518,245680,1378,15459792
334,165728,956,10722744
385,181064,952,10702976
500,224176,1290,14676488
373,178352,1042,11790016
386,187504,1048,11830808
364,175312,969,10912680
470,209560,1190,13470680
299,153632,757,8361704
309,166440,789,8639784
464,220232,1200,13620064
NaN,NaN,NaN,NaN
374,179240,962,10823800
388,184976,1020,11605560
397,190032,1053,11983704
383,179104,952,10759512
310,165040,832,9381416
517,247272,1224,13920944
379,177672,949,10814112
3479,1538968,5371,62444568
4255,1870944,7318,85184024
4034,1753584,6668,77651352
4554,1982360,7377,85824120
3963,1750768,6779,78754872
4321,1897872,6891,79755712
3810,1700120,6799,78975432
3881,1714240,6802,78952928
4124,1812648,6834,79260128
3755,1675088,6272,72794184
4241,1864400,6760,78399256
4395,1918848,7113,82535064
4350,1907288,6654,77077376
4189,1845904,6836,79363928
4028,1808040,6843,79325448
4532,1968384,7499,87010592
4610,1996848,7175,83130424
4520,1993360,7090,82260536
4437,1956944,7354,85472640
4682,2052048,7531,87528128
4413,1936904,7303,84940200
3785,1692312,6874,79702912
4404,1905048,7400,86031176
4603,1987832,7321,84827720
3765,1651672,6554,75900896
4411,1910144,7280,84509224
4580,1982568,7151,83021312
4551,1985168,7356,85311048
4270,1863656,7260,84171224
4141,1793056,6226,71948560
NaN,NaN,NaN,NaN
1117,474776,1353,15166544
1236,543368,1831,20572632
1208,528728,1910,21512136
1215,538928,2006,22546184
1069,473408,1892,21369352
1081,516816,1948,21919752
1254,548648,1929,21608896
1276,547864,1885,21266120
1186,501984,1560,17486808
1277,544464,1770,19863896
1251,537240,1634,18206024
1004,455824,1586,17702024
917,435296,1618,18254768
950,442912,1798,20403240
879,394720,1580,17642760
996,436608,1490,16557088
808,375992,1436,15825224
995,463496,1997,22269480
1164,515096,2194,24559728
1199,535080,2181,24563528
1180,531248,2144,24055104
918,441344,2129,24088656
682,331856,1534,17236032
787,412968,1237,13723568
728,329184,1100,12167312
747,350312,1431,15909880
764,385296,1423,15792136
908,417472,1594,17866760
868,391760,1328,14814792
907,422064,1380,15258224
607,286392,1178,12922976
738,331024,1239,13664672
922,413976,1521,17051152
876,388792,1308,14396992
695,325368,1186,12975960
858,491080,1518,16641736
708,332704,1252,13725728
806,384992,1658,18456400
834,383984,1474,16303632
626,290128,1172,12762728
593,275536,1074,11728896
713,335792,1457,16171896
733,346200,1545,17214568
659,314576,1418,15819744
706,347920,1552,17436048
695,334112,1365,15098040
533,266648,994,10777064
574,280600,1318,14758432
NaN,NaN,NaN,NaN
623,302144,1355,15146136
632,296952,1118,12182376
694,351136,1590,17683072
1365,606568,2680,30382544
878,401376,2002,22594560
350,172928,972,10751336
371,194680,1258,14201728
464,228528,1233,13658600
590,299088,1743,19577920
490,249792,1515,16825760
1908,873488,3333,38150896
4792,2139768,6980,80877712
3570,1611192,5996,69519544
4399,1940184,6851,79548016
4521,2003576,7149,83002184
3849,1726240,6419,74295568
4320,1928432,6886,79735296
4391,1937232,6868,79589760
4250,1884712,6654,77092592
4094,1833240,6551,75989872
4397,1942720,6642,77033736
4117,1829008,6601,76443568
3784,1712656,6453,74650928
4006,1805896,6424,74392472
2575,1177328,4312,49621280
828,372688,2340,26521528
635,286712,1793,20188464
675,322568,1916,21632920
514,241552,1698,19186328
591,285256,1929,22094376
440,226384,1793,20441392
298,165960,1023,11319448
678,327904,2842,32514848
339,172712,1179,13026248
409,185592,1416,15898528
441,200664,1537,17364960
466,209624,1425,15999144
155,81968,608,6477512
309,152040,1267,14096640
460,230160,1914,21616776
496,258904,1946,22173312
316,173728,1309,14545896
290,158896,1331,14742632
NaN,NaN,NaN,NaN
101,60088,251,2132504
84,54016,148,890200
89,49304,177,1226432
240,137800,883,9413920
203,111680,773,8136072
352,198128,1546,17159304
382,220736,1867,20976464
405,226960,2077,23558384
449,248848,2241,25602240
509,255296,2077,23544128
526,278728,2389,27286952
370,202936,1684,18881352
323,192528,1657,18773248
377,217784,1793,20277072
387,237840,1856,20999864
385,235528,1858,21056568
337,198080,1662,18800408
286,182768,1435,16371416
245,148816,1262,14236680
251,156744,1123,12402248
234,146480,1036,11630064
221,135344,945,10641136
262,154904,1316,15024832
256,162512,1479,16901376
261,160888,1416,15878440
425,1195800,1334,14568184
454,927584,1682,19026200
485,965784,2370,27048160
538,936080,2356,26775512
411,674616,1045,11529616
304,151536,571,5955176
422,746360,1112,12298496
388,972168,905,9879928
382,817544,994,10986376
352,816016,836,9078640
277,865824,246,2001440
209,130928,248,2082976
267,135680,361,3467752
247,117368,355,3532336
277,129584,381,3831576
254,119480,332,3179976
274,124976,417,4220064
266,127280,377,3668576
248,113824,332,3251144
309,147168,832,8927744
282,130408,433,4240840
204,96488,314,2971176
188,106952,309,2900432
175,88592,275,2392264
116,64432,220,1761936
136,70600,257,2267248
NaN,NaN,NaN,NaN
110,59488,223,1801752
99,56128,210,1738856
239,124712,604,6270264
317,163904,812,8632896
123,69464,254,2137560
113,80928,232,1835216
88,49672,176,1272080
63,43040,119,663680
76,41136,130,834160
197,100816,814,8710016
265,132056,893,9587808
246,116024,609,6259592
222,105192,463,4577448
173,86728,372,3500696
109,55728,207,1602544
186,91328,432,4261184
66,37200,123,738800
92,50192,188,1516272
190,87632,394,3915656
235,113208,518,5266008
237,109880,593,6093720
211,103656,431,4194920
261,129616,564,5762560
186,88944,372,3565048
206,96808,511,5281480
250,126424,616,6420944
259,115256,433,4356168
459,204960,688,7032640
391,172848,614,6272992
424,186504,692,7160168
431,186008,681,7014176
346,156696,678,7060712
346,155968,599,6184912
355,159216,662,6832168
336,150952,599,5987632
405,177616,677,6939400
385,170576,644,6599760
367,162920,676,7000152
329,144360,502,4982080
297,129560,452,4388792
261,131368,461,4424320
375,171032,660,6784064
362,159120,614,6239408
473,207624,822,8611256
476,208280,839,8696688
525,235616,893,9256320
349,157392,544,5261056
NaN,NaN,NaN,NaN
389,192040,589,5767488
479,219280,813,8273936
499,215616,911,9521376
478,215512,856,8892728
415,185160,658,6662904
393,175888,632,6439752
486,209816,704,7234840
475,204872,712,7323048
468,215664,725,7401184
477,209144,746,7675272
364,166768,531,5213824
524,236288,903,9411376
483,215864,756,7809656
567,249344,887,9233168
586,262544,920,9617360
501,224320,789,8102624
626,276496,1184,12756976
621,292816,1064,11325816
629,279584,1066,11456864
494,221760,852,8898312
547,242696,859,9047976
628,270272,1112,11992624
627,279480,1068,11433128
524,235480,887,9341720
512,222840,844,8891304
459,200768,745,7729584
534,232144,852,8951664
548,236408,880,9368784
473,205760,795,8341616
536,236080,910,9640584
531,238064,887,9381640
407,186176,686,7102880
384,169288,598,6030784
605,271008,920,9694928
631,299680,950,10104992
502,227000,709,7298080
475,211856,661,6717816
327,159824,516,4988120
389,173136,599,5999544
374,171328,707,7213432
515,230128,824,8561048
414,183688,806,8433320
454,205208,845,8803328
489,224608,917,9642488
646,290152,1109,11807848
569,261976,981,10329064
NaN,NaN,NaN,NaN
545,251888,904,9406680
427,194920,773,7947800
445,197512,795,8249896
546,242864,1005,10771792
555,243920,862,9078056
594,260952,898,9476248
522,246208,743,7686240
438,194968,603,6065232
392,176408,498,4874408
1122,479584,1385,15229080
1568,691952,2001,22383280
2821,1187120,3395,38351736
4247,1811656,5041,57328504
4302,1804824,5116,58460024
5135,2128232,6470,74139488
4388,1844744,5616,64097224
4685,1943176,5459,62348328
4535,1907808,5562,63339272
4040,1677440,4719,53745448
3591,1508512,4174,47336408
3935,1657664,5341,60821200
3682,1567216,4662,52906944
3906,1679128,4782,54437896
4150,1762104,4848,55173392
1967,831880,2487,27742224
1435,626352,2039,22670520
1540,674392,1865,20790744
2215,963448,2947,33437344
2459,1133600,3432,39015864
2297,1115032,3303,37596520
1787,852352,2609,29496520
2753,1216648,3609,41178664
3244,1412976,4983,57059624
3556,1526832,5995,68790776
2367,1034440,3904,44517280
1747,835064,4017,45768464
2221,1040488,5259,60268752
2248,1111176,4423,50530488
1573,748304,3449,39224096
1771,789528,2367,26759344
2444,1109488,3729,42372696
2254,1017872,3268,37094944
2287,1012896,3358,38225160
2076,951032,2815,31940480
2024,911128,2751,31128848
NaN,NaN,NaN,NaN
1877,827360,2600,29457008
2267,1010936,2854,32428344
2224,973280,2904,33031568
1811,792640,2388,27019072
2418,1047648,3205,36574184
2416,1068808,3014,34289800
2734,1202336,3445,39274320
3252,1406776,5328,61146784
3259,1417200,5391,61809152
3244,1384848,5158,59079328
2034,906552,3366,38435568
2432,1088096,3785,43157520
2725,1225640,4073,46438544
2720,1236376,3858,43872744
2592,1150160,3577,40641912
2464,1112024,3507,39889816
2648,1167560,3592,40869328
2441,1088680,3636,41388224
2436,1129600,4296,49325656
2348,1045984,3465,39613000
2921,1310072,3923,44827664
2879,1239848,4063,46559392
3126,1377640,4020,46083256
3082,1363232,3842,43992528
3909,1677552,5629,64710216
1436,649272,2202,24785120
1756,787824,2505,28387432
2540,1140624,3577,40764800
2457,1118752,3373,38367696
2062,927520,3361,38286136
2089,941248,2935,33410224
2282,1007816,3052,34809744
2536,1118928,3211,36796432
2113,912856,3068,34981784
2707,1182904,3814,43448144
2360,1026120,3462,39411168
1749,766352,2520,28458664
2689,1183792,3899,44454216
2779,1196168,3790,43247528
2419,1064360,3455,39276528
2553,1103560,3697,41904688
NaN,NaN,NaN,NaN
2661,1140688,3632,41216312
1943,855656,2752,30989704
2938,1273896,3809,43246016
3176,1383776,4271,48674584
3094,1349432,4465,50920368
2696,1206256,4115,46828800
2993,1322336,4073,46426464
2827,1239592,3739,42621512
2830,1269928,3788,43073192
2942,1295072,4193,47852632
2524,1126008,3583,40731304
2676,1191208,3525,40211584
3090,1359488,3929,44849904
3408,1491992,4343,49716696
3197,1409776,4286,48937752
3449,1470928,4655,53205576
2826,1218616,3678,42186016
2363,1039616,3102,35465176
2281,995912,2898,33043576
2326,1020136,2900,32920832
1723,750216,2297,25998848
1828,795848,2445,27712304
2289,995736,2978,33974152
3287,1450088,4117,47244776
3568,1556008,4643,53179848
3687,1578736,5025,57564800
3783,1635624,5236,60074832
3769,1621656,5120,58787368
3311,1443528,4190,48086256
3071,1331408,3803,43664536
3141,1369400,3847,44171096
2394,1049088,3086,35281744
2705,1174528,3462,39443008
2657,1154592,3349,38213336
2500,1085136,3149,35935384
2208,967144,2821,32172464
2571,1112176,3276,37492120
2511,1102616,3147,35950752
2280,1006128,2870,32611600
154,78152,286,2356136
NaN,NaN,NaN,NaN
195,97664,359,3300352
1142,496560,1534,17047952
2565,1142904,3475,39790096
3055,1386624,4150,47663616
3211,1433832,4241,48760760
3204,1439264,4504,51840040
2710,1211832,3604,41327664
3294,1471664,4456,51307840
2964,1338104,4074,46807200
3275,1472376,4400,50724888
2979,1335200,4027,46357104
3382,1502432,5195,59565512
3336,1790928,4858,55289072
3107,1382568,4392,50505584
2524,1161856,3715,42653848
3154,1437368,4336,49903368
2579,1171344,3586,41207664
3067,1377904,4105,47264984
2800,1280976,4019,46217240
3227,1451880,4348,50071200
2668,1248904,3743,42911168
3355,1533032,4659,53664096
3891,1733704,5271,60793000
3490,1560224,4768,54886256
4030,1796912,5443,62684432
3691,1644080,5123,58961040
3896,1771968,5212,59967760
3937,1751472,5344,61509008
4364,1922944,5807,66957232
3999,1768360,5172,59566920
4476,1999648,5715,65902360
4188,1861128,5562,64203752
3858,1726360,5143,59257384
3760,1677256,4909,56503080
4016,1791480,5337,61627584
3494,1564504,4798,55276504
2260,1059328,3537,40476096
1852,862128,3473,39716112
NaN,NaN,NaN,NaN
1897,882144,3344,38203784
1692,791920,2929,33275440
1330,624872,2343,26526280
1476,734160,2756,31244808
1526,718464,2908,33074096
1311,631360,2512,28424128
1466,708920,2774,31632688
1301,629472,2416,27535096
1256,602600,2297,26086400
1380,667256,2586,29292152
963,469296,1956,21805992
1047,515104,1927,21524696
923,438504,1843,20581368
768,367744,1458,16223264
832,411912,1612,18091152
883,411416,1696,19124368
912,721984,1866,20793096
944,447048,1782,20053752
959,460288,1959,22199128
986,461504,1668,18751600
1195,537120,1947,22041688
1113,506384,1867,21154792
1053,490120,1890,21556752
947,436128,1835,20716088
1062,484600,1806,20209672
1119,520360,2039,23051128
952,442664,1930,21780912
976,450096,1852,20892640
423,196896,923,9944144
256,124608,668,7075904
177,93480,442,4395032
281,139280,627,6575184
227,136040,661,6896352
251,137192,610,6369584
239,118184,579,6032944
276,139800,579,6065264
239,119888,523,5400536
229,117504,568,5938200
222,112016,490,5124168
136,75304,293,2777360
74,48032,289,2824008
79,64800,181,1500600
70,45664,192,1717224
72,46216,268,2590496
NaN,NaN,NaN,NaN
51,32360,167,1491144
57,38432,257,2546232
111,68552,258,2313040
84,68088,190,1424872
78,54040,230,1924736
73,39568,157,1204640
67,44064,108,632176
92,58728,168,1145056
177,94320,333,2989592
115,78232,201,1548192
93,53000,173,1198888
149,80664,231,1848472
164,83776,242,1995272
165,81256,252,2120040
120,75416,214,1680232
137,73264,228,1811648
122,65632,209,1603088
102,59576,181,1249872
102,72016,174,1173072
111,58160,215,1700104
116,64536,216,1674400
210,122800,1090,11865576
96,53688,188,1486176
75,45944,137,953344
293,152400,851,9202272
94,55528,162,1149080
87,48192,150,1002608
86,49888,151,1030672
96,52848,165,1188128
92,51216,165,1141936
91,54784,165,1141784
79,51336,134,843192
94,55024,168,1189600
84,62688,136,812136
90,51936,148,939448
85,52136,149,919040
110,66784,204,1446352
245,117432,307,2769032
463,201032,553,5618168
128,67832,263,2195616
121,69504,245,1965360
127,65760,251,2057168
158,78776,210,1772480
85,50032,135,891904
65,37432,105,590752
NaN,NaN,NaN,NaN
71,46136,114,645472
75,45120,124,748160
88,69800,140,903416
85,48992,147,999576
83,46176,138,959272
88,56432,137,832576
119,59904,174,1274768
91,56168,142,906960
81,56016,125,727952
102,61896,174,1292656
726,343424,1517,16873264
803,557640,1610,17773056
780,1075648,1655,18268152
134,69288,272,2363080
354,171720,804,8566072
98,56368,175,1250448
119,71688,207,1605752
290,147600,464,4590968
437,201584,679,7158592
679,308504,1067,11743336
231,114088,407,3959208
133,77712,255,2219984
144,80352,256,2126696
132,74816,258,2213456
312,152856,1169,12815216
313,157800,1039,11274856
199,105560,648,6730856
397,194776,1182,12943072
419,209384,1328,14567432
382,194272,1502,16594584
388,193752,1300,14289864
319,160808,851,9034928
408,391816,1183,12644056
377,187744,1232,13368248
407,196768,1261,13583568
430,211664,1773,19042264
415,208656,1400,15119872
354,175320,1292,14013728
416,200296,1156,12242136
446,217216,1246,13199096
401,192664,1053,11208816
328,161400,808,8521776
350,168208,758,7945776
297,144952,616,6291984
306,152704,602,6185960
283,142616,549,5381880
755,361256,1380,15135944
NaN,NaN,NaN,NaN
914,453496,1991,22295392
692,320056,1443,15791472
933,439816,1810,20005368
1534,726864,3253,37051312
1536,742336,3364,38243064
650,314400,1254,13586368
1030,509992,2181,24454552
1217,598072,2772,31511376
866,428832,1936,21726376
1287,630656,2799,31856424
958,474584,1966,21984440
1479,723592,3422,39000552
774,370840,1529,16794136
963,466160,2042,22916064
833,409800,1685,18671920
1282,623552,2801,31755096
954,456048,2025,22688568
1428,688160,3238,36816744
1711,780336,3235,36750328
1899,858400,3273,37124680
1588,705704,2589,29138144
1884,852440,3454,39335536
2092,995152,4563,52464672
1752,791832,3083,35201136
2282,1058072,4480,51477568
1815,826384,3370,38414680
1988,884128,3264,36997472
2157,983480,3960,45114408
1795,807848,2964,33268456
2285,1063040,3709,41863280
2262,1030624,3948,44794608
3202,1408544,4684,53434944
2420,1089992,3692,41915008
2763,1273336,3883,43729704
2487,1134872,4120,47022048
2652,1200976,4353,49730704
1125,521192,1388,15183368
2238,1058000,3290,37208024
2265,1065608,4220,47974696
2076,993784,3852,43500736
2425,1161168,3806,43188616
NaN,NaN,NaN,NaN
2791,1297736,5004,56731192
2145,1012248,4065,46086912
2014,993536,3538,40014296
2399,1098952,4229,48179432
2222,1028520,4090,46539352
2191,1049720,4436,50533112
2229,1089432,4365,49725264
1973,948096,4163,47498416
1688,819672,3537,40171552
1331,630968,2529,28313776
1834,890712,5271,60338560
2187,1048672,5264,60324736
2237,1080824,4561,52047728
2129,1009104,3946,44852712
2239,1066952,3650,41373112
2263,1087064,4216,47964544
2124,1035216,3962,45045776
1996,953840,3185,36064984
1970,921352,2842,32131928
2107,965400,2997,33825176
1963,906760,2424,27325640
1967,865344,2508,28209504
1360,644504,1733,19232200
319,158104,612,6324576
412,208536,648,6746936
684,334416,974,10504032
1433,666384,1798,20031232
1616,751544,2352,26316776
1415,639952,2055,22862584
2031,868952,2625,29458088
1654,708640,2050,22845576
1499,649072,1847,20509136
1680,737168,2027,22514944
1455,637424,1767,19545664
1412,605056,1779,19724224
1431,613200,1895,20982560
1231,524720,1656,18250640
1144,498816,1505,16410640
1293,555032,1540,16829456
1339,578392,1572,17143064
1259,560256,1504,16353192
1339,579840,1558,16974688
1318,1772488,1431,15036864
1194,668784,1448,15327152
1335,623952,1616,17034672
1373,608520,1784,19331272
1629,757352,2016,21557872
1351,617912,1724,18547664
2021,910312,2730,30118080
2012,907592,2841,31352784
NaN,NaN,NaN,NaN
1973,2010728,2660,28461944
1720,759168,2397,26706264
1806,794552,2473,27450448
1782,801408,2691,29459528
1580,701712,2336,25445512
1979,1667400,2453,26899536
1748,1251216,2565,27752560
1320,604688,1709,18772976
1310,814208,1691,18752696
1230,650632,1629,18048592
1110,537600,1480,16305960
1285,798328,1658,18387840
1208,629848,1623,18025768
1451,1142920,1896,21230448
1362,674328,1787,20035720
1323,645832,1747,19502976
1103,523216,1451,16013512
1109,506112,1448,16039912
1084,485432,1404,15518800
1214,547952,1750,19577064
1191,533888,1674,18718104
1219,553232,1673,18635760
925,402728,1171,12757352
996,432512,1256,13712560
1308,614200,1778,19815440
1270,572664,1672,18611624
1311,593648,1743,19280200
1286,618872,3214,36378920
1382,697904,4950,56703400
1287,671672,4867,55770968
1439,704544,4420,50491664
1468,738752,4775,54565096
1075,567960,4415,50518640
860,490048,4243,48519072
729,414000,4109,46984424
1019,549240,5373,61569752
1123,579744,4560,52187128
984,525328,4618,52850024
1039,521536,4389,50293400
1344,658112,5080,58307152
707,411136,3999,45661336
666,407872,3745,42684712
747,424296,4084,46644352
704,406088,3853,43991488
1265,654704,4583,52466152
NaN,NaN,NaN,NaN
1127,608896,4792,54889104
1008,565736,4926,56470224
880,503592,4628,52895176
720,424800,4152,47448296
738,448456,4100,46806736
760,453888,4611,52798400
488,276864,1894,21094808
426,203952,730,7558864
334,169024,585,6008256
370,173648,636,6587336
473,235536,867,9209528
488,232616,839,8837672
383,192880,705,7173968
469,229304,945,10062600
342,168432,565,5556336
337,160480,539,5272960
420,196632,723,7496952
426,205392,788,8241840
411,189296,755,7767840
420,203840,721,7298448
563,266144,1032,10741408
377,175280,590,5842296
481,223880,764,7861496
701,305544,989,10569864
873,371248,1066,11440232
2172,950352,6102,69903200
1065,1245112,2546,28317000
1130,550472,2350,25943576
2266,1039624,5461,62018592
2175,944928,5625,64050184
2731,1179360,6973,79816768
2104,960264,6643,75793760
2444,1088272,7360,83924744
2468,1095360,7288,83197304
2644,1163648,7213,82411560
1198,566872,2873,31870632
496,262288,829,8148440
576,303088,951,9413320
353,168400,632,6273304
1126,528944,1733,18747016
2179,1009528,3453,38500720
1487,700312,2394,26158632
600,317816,1088,11056816
637,339016,1179,11816896
683,369848,1363,13731680
NaN,NaN,NaN,NaN
689,357992,1259,12729968
586,329272,1000,10013744
590,493448,998,9865464
975,476552,1674,17690000
958,494808,1625,17310720
694,349632,1104,11438384
682,338432,1111,11438944
705,354432,1174,12242208
788,395768,1313,13625920
795,421192,1366,14029952
629,335648,1089,11041088
481,275688,892,8689528
447,246208,813,7858976
1084,493144,1440,15523984
1861,783224,2350,26243296
1594,683376,2217,24729688
1656,709496,2408,26886144
1309,562968,1890,20941008
1636,753744,2354,26102224
446,206912,644,6649512
1252,561408,1677,18470680
1303,594752,1780,19530280
1290,616472,1723,18542616
1321,621984,1866,20121688
2103,962872,2982,32764648
1247,596992,1832,19385504
2251,987144,3034,33654552
1830,807096,2493,27729856
1624,713088,2200,24441016
686,343496,952,10139864
1583,717632,2202,24694488
877,418520,1318,14423984
741,353304,1149,12285320
1034,484480,1630,17600224
713,351872,1027,10992240
1495,665192,2024,22502448
1924,840016,2518,28234792
2112,917760,2789,31407824
2093,907936,2789,31551224
1835,808040,2449,27361040
1276,538248,1646,18340112
1187,496024,1469,16282424
924,397416,1192,12960424
1208,525720,1733,18842392
1233,537424,1677,18136872
NaN,NaN,NaN,NaN
1113,505760,1464,15810136
187,110088,357,3194536
274,151640,521,4871552
278,145592,526,4999272
204,110816,421,3857784
328,169952,662,6499600
338,222608,832,8240960
551,272264,945,9715416
546,274616,962,9994192
599,297480,1287,13629272
852,416648,1796,19445776
689,326608,1032,10803800
777,355616,1043,11045616
131,78200,211,1551632
120,70080,196,1438032
128,80864,200,1404528
141,77016,220,1677424
189,93976,285,2418456
313,163288,458,4286256
493,226696,661,6515384
322,158848,464,4281224
735,351336,956,9610992
787,354144,939,9862368
1159,538008,1433,15703288
782,353640,1023,11010160
1144,539752,1829,19980328
1154,541048,2101,22960896
800,376448,1911,20680856
657,315984,1995,21565208
401,211264,1164,12153808
127,76496,198,1468288
163,116312,376,3490280
163,93512,437,4206992
253,128152,397,3758528
599,264064,1139,12372792
346,177408,560,5637896
293,138432,438,4214808
293,148664,538,5358616
846,4275456,1255,13367624
545,664160,1755,19581776
450,2614392,379,3368184
347,1791632,388,3582496
282,1001272,369,3326424
374,184024,563,5571184
547,262848,941,10038072
558,278080,1114,11924464
NaN,NaN,NaN,NaN
639,687336,995,10550016
799,370384,1641,18187680
918,424984,1753,19518040
630,283776,967,10360112
524,267976,849,8877888
656,312560,1136,12280120
734,338280,1291,14063424
655,323848,1184,12746688
665,325800,1137,12285672
866,411656,1448,15843768
899,402456,1439,15853792
819,373232,1313,14296840
627,285520,839,8780200
777,355208,1245,13476112
864,394784,1479,16201224
972,426800,1525,16755856
783,352152,1414,15480936
867,401192,1516,16704200
919,430408,1519,16612792
1025,466832,1656,18226896
1010,475848,1584,17397904
1140,578672,2088,23019232
996,473632,2400,26927304
802,392536,2269,25473232
684,329560,1677,18615296
603,286160,1796,19913424
836,409336,1716,18839104
925,428856,1603,17489520
1090,512088,2877,32416648
1335,598952,3316,37424072
879,405256,1792,19639960
804,390176,1671,17987128
1044,495312,2118,23117112
1558,713000,3839,43383136
1107,506024,2544,28419992
1068,501000,2706,30391976
1605,739216,3559,40214936
1499,688448,3394,38231664
1312,613184,3228,36327376
718,336808,1599,17504968
1618,696936,3040,34283624
1666,718760,3065,34545496
1838,807096,3186,35711672
2510,1087376,4256,47975664
2397,1070352,4350,49143704
1797,777552,3314,37290872
NaN,NaN,NaN,NaN
2040,893112,3791,42898792
1287,574648,2324,25934624
1490,656472,2984,33593336
2676,1126576,4597,52442344
2855,1194960,4742,54054968
2279,984448,4198,47806408
1491,714552,3154,35632168
2395,1043152,5085,58138176
2170,2401112,4086,46421592
1846,1336520,4165,47214816
2350,981200,3934,44744256
1826,2594800,3000,33498472
2130,915528,3569,40515520
2365,1306840,3944,44807360
