downstream_packets,downstream_bytes,upstream_packets,upstream_bytes
869,2382144,1762,18701152
912,2683072,1730,17842168
4089,40926120,4310,15041920
5872,61519080,5982,15485432
6494,67596120,6330,15972344
6647,69281568,6623,15536288
6156,65267224,6365,13873576
6622,71210008,6730,12799048
5548,58170256,5795,14071808
NaN,NaN,NaN,NaN
5203,53795768,5653,16776856
4432,42692288,5123,21497280
3657,36753656,3930,12315168
4285,45011616,4374,9831576
4416,46533520,4465,9695592
4524,47769880,4628,10077664
3884,42643720,3739,4532008
4511,48054568,4434,7621272
4652,48004072,4853,12969200
5321,51213656,5632,20486968
4919,48719112,4866,12480352
5085,51320224,4966,11364232
856,3188216,2471,26371080
957,3496680,2471,26547032
1501,5545712,3088,32862192
1028,4485344,2319,24542128
1222,6015600,2710,28354904
1690,4518096,4903,54859288
1808,4102160,4661,52084800
929,2051808,2928,32365952
848,2269016,2645,29023048
856,1995608,2225,24154424
1231,1989472,3007,33200496
792,2020920,2957,32776720
789,2258888,3454,38355128
722,2136480,3506,39107024
688,1999520,2898,32199008
726,2452632,2563,28104064
809,2957624,3132,34516880
979,4054560,2787,30425504
1020,3342024,3282,36255080
977,2474680,3231,35773368
780,2395672,2533,27667744
751,2957152,2104,22769936
911,3548848,2798,30853744
821,2056256,3047,33842768
916,2062472,2380,25991656
2082,2548048,3771,42253768
1987,2513112,3348,37353240
1899,2478936,3285,36615424
NaN,NaN,NaN,NaN
1752,2444944,3866,43298560
1464,2310960,3388,37679296
859,2007280,2016,21702992
1013,2081776,2812,30953536
1402,2205736,3712,41457544
1260,2216880,3938,44035400
1122,2175696,3414,38051440
918,2056856,2610,28733408
874,2838248,2114,22662344
759,1966680,1089,11031488
663,1871504,1318,13948040
689,1862944,1894,20542048
1093,2166168,2389,26051328
1097,2183384,3147,35046832
991,2081744,2874,31525032
1466,2312128,3814,42444840
1126,2592256,2816,30900944
774,2034744,2127,23040672
1588,2562760,2725,29696504
1143,2248744,2540,27561560
983,2122376,2517,27227824
908,1008928,2806,31433808
708,390704,2128,23948048
704,352176,2055,23294368
1104,1288016,2719,30800912
848,423360,2439,27593736
999,540856,2279,25636208
726,360176,1859,20700360
758,448064,1935,21673144
976,484040,2079,23224472
601,314040,1610,17765920
725,386616,1638,18100136
697,360752,1757,19489112
513,247712,1493,16552256
711,332968,1819,20311600
879,443128,2009,22530936
1168,573912,2288,25789392
1199,752592,2242,25195784
1219,560096,2485,28119504
1212,646616,2477,28028160
1256,1160360,2487,28029848
1030,716040,1999,22388168
941,446392,2197,24862744
916,440040,2090,23816360
952,818904,1911,21531552
870,408832,2061,23167408
731,364872,1897,21306928
NaN,NaN,NaN,NaN
753,455080,1923,21595336
880,1222368,2077,23488192
917,610184,2272,25884368
812,372008,1817,20439432
860,386776,1672,18769688
771,418120,1703,18935704
917,415088,1952,21992696
864,718400,2122,23895960
872,576088,2132,23847584
875,710048,2054,22869872
858,576984,1829,20330232
751,352992,1754,19508400
779,459328,2026,22683664
833,384440,1970,22079808
833,577008,1536,16855408
725,345976,1477,16304536
751,340104,1542,17119456
839,391576,1390,15412096
800,362592,1488,16541816
803,354200,1461,16323688
783,345048,1304,14587608
902,489256,1982,22303384
1409,612520,2228,25001656
1080,483984,1622,17939080
405,197040,754,8039400
357,166248,679,7172624
664,308152,1432,15605720
633,288232,1405,15521888
658,299696,1591,17820992
663,309128,1662,18581984
2065,886560,3259,36954200
682,318400,1504,16722968
700,333088,1634,18310872
715,324288,1812,20428048
820,791384,1928,21627552
793,363064,1887,21253152
1132,590584,2647,29003328
1061,510120,2491,27432112
828,477296,1833,20047632
688,304128,1677,18768768
614,304264,1363,15027592
479,225248,1015,11036040
415,198136,873,9296560
440,198928,860,9157536
407,180568,819,8681904
408,190048,857,9141288
584,1429920,964,10228072
NaN,NaN,NaN,NaN
517,233136,1033,11317392
510,225144,984,10799688
522,240376,1044,11515984
385,174584,669,6990648
361,168248,675,7090936
261,127568,477,4744496
327,160256,512,5167344
424,190968,741,7896040
499,222256,892,9493848
515,231632,881,9386400
514,227168,846,9024672
524,236296,913,9790712
684,301192,1216,13435256
730,326200,1301,14441640
1077,477704,1970,22171616
1358,599848,2668,30159440
578,2849808,818,7071352
379,183680,946,9730792
605,390144,1394,14967816
461,219472,1268,12955648
307,153520,988,9574704
663,290640,1500,16223272
894,397608,2139,22515136
719,344608,2022,20200752
619,296592,1600,16325704
787,368376,1993,20641032
724,345456,1724,17984392
659,305440,1537,16063112
482,217088,1145,11535912
848,385984,1601,17875248
300,136880,481,4985184
460,206280,803,8690928
386,187648,645,6852016
927,408664,1724,19247160
873,390824,1322,14448904
2770,1204368,3470,39343392
1001,455576,1990,22149520
581,254496,910,9862920
2241,945776,2895,32957240
3707,1564624,4727,54158408
3340,1417560,4084,46722472
2367,1030560,2749,31358752
1159,525168,1827,20755720
1519,711960,2411,27408056
1364,643280,1928,21689984
888,418504,1118,12384096
1049,504600,1616,18069808
NaN,NaN,NaN,NaN
776,387040,986,10920512
1323,649784,1903,21635632
1524,704792,2430,27879824
1119,554608,1734,19788168
1072,584872,1736,19654616
870,937472,1392,15457280
873,431312,1558,17544928
887,441696,1519,16965416
976,475000,1747,19692408
845,420400,1417,15857200
642,312856,1036,11442336
596,298216,942,10505880
735,342640,1257,13942248
485,588536,762,8286680
647,371160,1053,11556248
605,295872,918,10220768
569,284328,858,9460240
824,378168,1474,16541792
519,277416,799,8621744
640,311656,1000,11043568
609,310128,938,10251136
650,344760,1067,11872096
1002,479224,1796,20210776
949,447096,1650,18500496
739,341832,1280,14285960
766,365608,1211,13656248
1006,468088,1794,20270424
1083,501208,1942,21943848
1075,493864,1916,21726112
1728,775448,2576,29028480
955,447016,1772,19724144
2320,1023760,3361,38049248
5592,2775152,7220,82766592
5111,2258416,7179,82586160
5317,2312768,7532,86557808
5118,2347904,7367,84573336
4768,3167944,6792,77947848
5076,2800312,7015,80693280
5509,2722720,7054,81249712
4999,3795472,7280,83651760
4046,2309192,6141,70600544
NaN,NaN,NaN,NaN
4646,4048208,6811,78245608
3095,2622648,4573,52252288
1409,4325656,1925,21180056
1419,2363088,2398,26984632
546,514896,806,8624752
895,400424,1704,19116984
3644,1668848,5499,63417440
3737,2303136,5861,67378464
3287,2763688,5075,58180240
2904,3194080,4157,47644208
2709,3831824,3374,38353672
3410,2005600,4371,49855760
2695,2683952,3890,44150040
1511,2152176,2457,27945192
1434,2079904,2345,26644528
1295,1855200,2113,24051752
1333,2157192,1952,22080312
1033,3296992,1372,15213536
777,407872,1304,14546712
749,370224,1167,12996144
600,311192,899,9939056
582,303864,874,9683616
786,404456,1150,12797840
780,360544,1234,13905512
1984,926728,3538,40764800
1164,552392,1940,21941400
909,417384,1383,15423376
970,455832,1667,18725184
1044,480344,1729,19516224
1132,519144,1889,21379472
1330,628840,2391,27150144
2363,1906096,4139,47538248
1818,906944,3444,39560920
1633,799768,3324,38177696
2397,1103184,4808,55485264
2246,1032872,4987,57609576
1608,769392,3444,39632960
1063,513160,2138,24437304
1149,564416,2087,23840432
1291,636800,2604,29772800
955,458464,2257,25956472
1340,618392,2904,33367440
1325,1906008,2363,26902160
NaN,NaN,NaN,NaN
1297,619328,2442,27914592
1567,710744,3211,37003968
1551,767000,3216,37047024
1690,801104,3297,37997672
1723,820664,3494,40347160
1669,760584,3054,35091312
1750,814736,3141,36124568
1749,809928,3529,40520792
1708,786152,3300,37937376
1527,734544,2907,33326992
1458,686760,2742,31361360
1566,752584,2718,31180352
1464,702328,2559,29293584
1434,703712,2572,29302088
1284,614568,2318,26516248
1400,663680,2343,26649760
1406,675496,2428,27736904
1166,555848,1915,21790896
1285,604360,2187,24980600
1013,473528,1789,20149056
1203,568512,2208,25248864
1833,845024,3274,37655752
1673,795512,2898,33223816
1897,890760,3143,36139248
1977,916856,3487,40218752
2019,936040,3592,41401672
1973,910232,3763,43443120
1922,867352,3710,42839320
1703,759088,3353,38710816
1756,804296,3296,38052800
1514,689752,3180,36623784
1759,792976,3439,39650832
2076,925056,4054,46872000
1882,849696,3595,41424248
1881,840136,3627,41686608
2033,914304,4057,46813856
2012,896992,3983,45940288
1835,806656,4098,47389784
1903,858384,3965,45779232
2061,910416,3497,40294840
1910,853256,3675,42401832
1913,844392,3825,44223824
1607,746128,3748,43293144
1789,815960,4069,47032112
1842,838776,3542,40863912
NaN,NaN,NaN,NaN
1806,802520,3458,39968632
1987,874656,3855,44585936
1630,716712,3071,35404816
1818,784960,3240,37344616
1558,670376,2719,31251456
1311,564072,2128,24308328
1307,571528,1924,21912472
1307,564544,2003,22789968
1311,561816,1928,21786192
1321,570976,1954,22095272
1078,458720,1543,17194144
1119,483288,1603,17919032
1104,472272,1613,18151776
937,401952,1403,15569600
1077,461192,1554,17408480
935,403848,1314,14673944
1076,464504,1482,16629200
1373,596104,1984,22520992
1467,698024,1981,22540416
1775,756408,2401,27461152
1688,723616,2144,24398848
1697,746400,2141,24347048
1629,703640,2065,23558384
1540,681600,1999,22752752
1451,627632,1955,22348296
1395,596144,1789,20402016
3049,1328704,5148,59689800
1783,794064,3503,40500928
1651,727592,2527,29008008
1413,635736,2183,24925264
1608,712144,2383,27328240
1230,545424,1789,20369056
968,429352,1369,15409360
1118,506720,1706,19363640
1147,505912,1714,19449152
1693,721496,1996,22688800
1057,469904,1457,16347880
615,281504,862,9521312
699,318296,1028,11548128
1353,582696,1786,20160144
721,328096,1103,12401528
1077,463112,1311,14662432
740,336040,1114,12430928
1004,486824,1469,16587824
NaN,NaN,NaN,NaN
1143,578992,1681,19088688
691,306464,1021,11381624
833,368216,1293,14575576
1261,655680,2094,23860440
1569,749776,2746,31485408
1183,536288,2321,26609296
1260,590224,2563,29377544
1197,561928,2272,25846352
1216,556440,2388,27155552
1301,605608,2755,31389960
1350,619920,2719,30158056
1313,593024,2535,28941184
1368,621848,2491,28303696
1248,572080,2511,28484936
1509,666128,3024,34584920
1450,655024,2821,32146928
1344,606024,2748,31464024
1336,613048,3074,35288480
1198,556272,2352,26901792
1047,498216,2542,29161016
1133,519720,2191,24991168
1185,567328,2686,30841400
1394,631552,2861,32916472
1064,505248,2342,26932200
1042,489040,2171,24954224
1096,515992,2664,30718568
1057,493256,2533,29180888
1211,551872,2925,33733312
1248,577896,2363,27085328
1559,692944,2800,32187824
1552,688008,2621,30203368
1497,665040,2589,29836000
1452,648848,2546,29327032
1431,637232,2651,30334728
1589,709440,2931,33705528
1489,657936,2489,28425136
1377,622408,2407,27450568
1095,477592,1888,21439152
971,427728,1542,17464576
804,350080,1161,12997688
907,393656,1404,15842448
906,396352,1354,15215024
678,297008,1024,11437704
651,290736,936,10452344
776,339336,1116,12573904
779,342024,1136,12795608
915,401640,1286,14556184
909,395376,1288,14671488
781,364368,1174,13279472
NaN,NaN,NaN,NaN
826,361224,1212,13668336
731,333600,1067,11764680
730,324560,1133,12699304
684,302208,952,10537312
510,229584,765,8350568
728,314472,994,10899928
541,233760,771,8457976
355,155200,544,5852048
335,148648,516,5552424
335,148560,534,5812992
361,157816,589,6432496
321,136784,526,5671312
359,155504,577,6217232
354,158848,549,5907432
369,160256,569,6115112
375,161088,601,6510032
335,156928,496,5235056
336,164664,516,5494528
333,148736,513,5530888
330,144888,519,5573488
315,138336,488,5202856
329,143624,522,5611160
377,178144,614,6484880
370,197256,552,5859912
397,173768,607,6500920
407,179504,641,6932552
396,176376,615,6671792
375,166976,577,6201504
333,148696,492,5303880
356,163968,613,6661552
423,181600,723,7982248
415,191304,767,8532640
442,193168,793,8794584
4390,1825024,4583,53176656
4517,1887352,4882,56707912
4597,1921376,4928,57264472
6429,2674384,7098,82740736
5860,2450704,6570,76583624
5200,2174776,5798,67576472
5348,2233192,5951,69307512
3912,1650824,4579,53230312
3649,1534568,4294,49962808
3448,1457352,3990,46309552
3512,1491376,4210,48789488
3526,1487528,4241,49244352
2392,1015816,2861,33120864
4750,2003816,6303,73459936
4996,2105072,6326,73732064
2884,1241344,3533,40915360
NaN,NaN,NaN,NaN
4593,1941960,5902,68489376
3403,1435232,4071,47183872
2988,1325712,3800,43903144
1645,712088,2067,23697432
3268,1391872,4196,48630784
3640,1551640,4811,55795528
1729,745832,2214,25344280
2021,872216,2609,30053544
3474,1543088,4698,54488800
3239,1408104,4363,50600224
3072,1361896,3998,46274800
3086,1367640,3933,45260968
1424,618768,1856,21031480
1496,666768,1957,22282544
1342,583160,1705,19450072
2039,884576,2640,30373024
3057,1413440,4248,49024288
2669,1201544,3768,43479800
3171,1422184,4529,52372200
3733,1706200,5222,60560056
2027,911288,2913,33564992
3485,1537376,4673,54175600
2768,1246264,3785,43655872
2564,1149216,3438,39590048
2894,1262720,3842,44303640
3299,1510080,4386,50611640
1791,774792,2477,28293424
377,188992,640,6857608
349,150776,564,6044064
335,145848,535,5726520
306,131680,513,5554960
307,137320,515,5540408
305,168808,532,5724856
323,142048,539,5812904
344,175200,572,6077520
371,178632,628,6638272
476,209784,614,6544384
458,198824,585,6279544
480,208824,637,6853880
473,202088,603,6427280
393,170848,490,5202896
324,151864,442,4627488
407,172336,532,5735200
419,184064,565,6076072
406,175624,539,5694040
NaN,NaN,NaN,NaN
468,201344,625,6746864
438,187352,592,6309016
439,187472,583,6284792
439,189896,589,6371416
458,200864,611,6534320
436,181640,565,6041424
479,204760,645,6958456
475,206400,643,6853864
477,211224,641,6897752
415,180528,552,5896472
491,219560,658,7053176
502,213384,683,7480408
436,184824,584,6316400
476,211424,638,6921896
434,183080,585,6303592
464,199728,630,6776856
404,170720,551,5956480
364,155832,486,5315352
410,178536,557,6071712
428,180992,570,6199848
402,169968,527,5760136
410,173904,531,5814448
393,176520,516,5540224
389,173880,534,5691856
376,163376,509,5498912
367,166816,502,5379016
334,141848,466,5032896
332,147112,454,4911688
356,152200,473,5111408
380,165008,504,5458880
392,164864,540,5843128
415,262336,558,5943200
378,198896,502,5405512
484,1090800,551,5829560
426,653592,522,5476456
432,540944,537,5756352
458,681816,578,6249216
524,864608,729,8002416
571,1199160,730,7991496
628,1518392,782,8549864
548,1070536,713,7665752
503,284400,800,8837072
476,605096,659,7150304
527,896840,692,7500128
435,450424,585,6247992
NaN,NaN,NaN,NaN
420,464168,560,5993800
498,1419584,552,5711872
429,607408,597,6348984
441,601816,611,6584232
441,630656,619,6660536
449,599264,640,6916936
444,571608,617,6687152
458,650168,618,6607104
489,842408,615,6591016
449,668112,582,6116472
442,520048,571,6095920
426,539760,547,5842400
418,563584,525,5681080
402,403064,541,5841288
391,463272,512,5366912
386,520008,474,5103464
401,804760,453,4819312
392,445744,481,5239504
441,1298712,458,4843848
480,1121824,535,5653568
398,473312,499,5257616
407,434304,520,5512088
392,391096,515,5528272
390,291224,523,5639752
424,492296,570,5781112
438,863976,531,5512024
419,459160,572,5976760
421,495240,557,5805768
414,496888,537,5600720
398,474544,531,5512632
441,472824,591,6195152
437,246784,587,6319344
459,249504,647,7008624
430,202648,607,6374488
412,202672,585,6130280
446,235024,620,6671720
546,1604816,636,6485960
521,1373376,587,6258592
415,175216,578,6258944
416,193384,602,6471976
481,766288,620,6588464
443,533296,595,6431344
387,172808,541,5813840
395,552104,523,5409608
519,1269888,627,6621776
500,1004336,583,6263024
457,687248,581,6237888
583,1931856,653,6319656
461,203696,670,7209152
NaN,NaN,NaN,NaN
421,199968,601,6403552
432,183440,613,6654304
473,236680,871,9614976
621,271000,1691,19120600
683,513416,1938,21996776
453,222200,811,8897448
415,175216,610,6614896
455,199464,629,6803112
438,193096,640,6812520
466,201568,671,7133480
438,185328,625,6713872
446,194544,632,6816432
425,184432,594,6417400
414,184952,577,6202568
428,194504,612,6612152
466,199192,659,7184584
440,191128,611,6712624
697,304864,894,9836752
822,357056,1117,12545000
1026,449424,1522,17108152
981,419208,1559,17694624
974,413256,1370,15517712
547,232064,884,9847568
387,172592,529,5669088
344,148408,478,5139208
410,175408,557,6087224
479,244328,643,7015088
481,229264,645,7086328
482,204392,658,7258872
492,210496,655,7113008
454,196408,631,6809688
469,208648,662,6946760
479,206640,658,7132856
462,196568,645,6973896
431,198136,606,6492864
455,194768,645,6903560
375,174016,513,5396216
358,162152,510,5317408
336,147440,479,5085648
